county,foundation_name,org_nbr,person_name,role
stockholm,Dr. Åke Olssons stiftelse för utbildning,802425-7746,Thomas  Held,Styrelseledamot
stockholm,Insamlingsstiftelsen Rena Liv,802481-2334,Annika Waller,Styrelseledamot
stockholm,Insamlingsstiftelsen Rena Liv,802481-2334,Magnus Koch,Styrelseledamot och ordförande
stockholm,Stiftelsen Womengineer,802481-2268,Ellen Broström,Styrelseledamot
stockholm,Stiftelsen Womengineer,802481-2268,Emelie Emanuelsson,Styrelseledamot
stockholm,Stiftelsen Womengineer,802481-2268,Malin Lindersson,Styrelseledamot
stockholm,Stiftelsen Womengineer,802481-2268,Marie Ideström,Styrelseledamot
stockholm,Stiftelsen Womengineer,802481-2268,Åsa Söderén,Styrelseledamot
stockholm,Stiftelsen Womengineer,802481-2268,Lai Kim Lim,Styrelseledamot och ordförande
stockholm,Insamlingsstiftelsen ADHD-fonden,802481-2409,Jan Undin,Styrelseledamot
stockholm,Insamlingsstiftelsen ADHD-fonden,802481-2409,Julia Undin,Styrelseledamot
stockholm,Insamlingsstiftelsen ADHD-fonden,802481-2409,Amanda Undin,Styrelseledamot och ordförande
stockholm,Gun Kessles och Jan Myrdals stiftelse,802481-2516,Anders Runebjer,Styrelseledamot
stockholm,Gun Kessles och Jan Myrdals stiftelse,802481-2516,Jan Myrdal,Styrelseledamot
stockholm,Gun Kessles och Jan Myrdals stiftelse,802481-2516,Per Arne Skansen,Styrelseledamot
stockholm,Gun Kessles och Jan Myrdals stiftelse,802481-2516,Stellan Bandh,Styrelseledamot
stockholm,Gun Kessles och Jan Myrdals stiftelse,802481-2516,Stefan Lindgren,Styrelseledamot och ordförande
stockholm,Stiftelsen Fredsfonden,802481-2805,Camilla Orjuela,Styrelseledamot
stockholm,Stiftelsen Fredsfonden,802481-2805,Edvin Arnby Machata,Styrelseledamot
stockholm,Stiftelsen Fredsfonden,802481-2805,Mikael Botnen Diamant,Styrelseledamot
stockholm,Stiftelsen Fredsfonden,802481-2805,Petra Lind,Styrelseledamot
stockholm,Stiftelsen Fredsfonden,802481-2805,Sofia Hultqvist,Styrelseledamot
stockholm,Stiftelsen Fredsfonden,802481-2805,Tora Törnqvist,Styrelseledamot
stockholm,Stiftelsen Fredsfonden,802481-2805,Agnes Hellström,Styrelseledamot och ordförande
stockholm,Stiftelsen Fredsfonden,802481-2805,Alex brekke,Styrelsesuppleant
stockholm,Stiftelsen Fredsfonden,802481-2805,Katarina Folkesson,Styrelsesuppleant
stockholm,Stiftelsen Fredsfonden,802481-2805,Kerstin Varenius,Styrelsesuppleant
stockholm,Stiftelsen AB Nya Grand Hôtels Jubileumsfond,802006-6802,Eric Åkerhielm,Styrelseledamot
stockholm,Stiftelsen AB Nya Grand Hôtels Jubileumsfond,802006-6802,Thomas Johansson,Styrelseledamot
stockholm,Stiftelsen AB Nya Grand Hôtels Jubileumsfond,802006-6802,Pia Djupmark,Styrelseledamot och ordförande
stockholm,Stiftelsen Samarbetsfonden Sverige-Lettland,802481-2565,Agrita Martinsone,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige-Lettland,802481-2565,Anders  Bergström,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige-Lettland,802481-2565,Daina Millers-Dalsjö,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige-Lettland,802481-2565,Ilze Rūse,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige-Lettland,802481-2565,Kristoffer Tamsons,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige-Lettland,802481-2565,Nils Mosejonoks,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige-Lettland,802481-2565,Signe Kazāka,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige-Lettland,802481-2565,Valters Jekabsons,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige-Lettland,802481-2565,Ilze Rüse,Styrelseledamot och ordförande
stockholm,Stiftelsen Antioch Patriarchate Insamlingsstiftelse,802481-2672,Gabriel Güner,Styrelseledamot
stockholm,Stiftelsen Antioch Patriarchate Insamlingsstiftelse,802481-2672,Gabriel Külen,Styrelseledamot
stockholm,Stiftelsen Antioch Patriarchate Insamlingsstiftelse,802481-2672,Karim  Ignatius Aphrem ,Styrelseledamot och ordförande
stockholm,Stiftelsen Sällskapet Vänner till Pauvres Honteux,802481-2581,Elisabet Wennlund,Styrelseledamot
stockholm,Stiftelsen Sällskapet Vänner till Pauvres Honteux,802481-2581,Fredric Landell,Styrelseledamot
stockholm,Stiftelsen Sällskapet Vänner till Pauvres Honteux,802481-2581,Jan Lindman,Styrelseledamot
stockholm,Stiftelsen Sällskapet Vänner till Pauvres Honteux,802481-2581,Joakim Larsson,Styrelseledamot
stockholm,Stiftelsen Sällskapet Vänner till Pauvres Honteux,802481-2581,Karin Friman,Styrelseledamot
stockholm,Stiftelsen Sällskapet Vänner till Pauvres Honteux,802481-2581,Mats Hermansson,Styrelseledamot
stockholm,Stiftelsen Sällskapet Vänner till Pauvres Honteux,802481-2581,Ingrid Sundström,Styrelseledamot och ordförande
stockholm,Industry Commons Foundation (insamlingsstiftelse),802481-2599,Andrew Dubber,Styrelseledamot
stockholm,Industry Commons Foundation (insamlingsstiftelse),802481-2599,Bianca Muntean,Styrelseledamot
stockholm,Industry Commons Foundation (insamlingsstiftelse),802481-2599,Björn Larsson,Styrelseledamot
stockholm,Industry Commons Foundation (insamlingsstiftelse),802481-2599,Bror Salmelin,Styrelseledamot
stockholm,Industry Commons Foundation (insamlingsstiftelse),802481-2599,James Barlow,Styrelseledamot
stockholm,Industry Commons Foundation (insamlingsstiftelse),802481-2599,Martin Curley,Styrelseledamot
stockholm,Industry Commons Foundation (insamlingsstiftelse),802481-2599,Pia Erkinheimo,Styrelseledamot
stockholm,Industry Commons Foundation (insamlingsstiftelse),802481-2599,Michela Magas,Styrelseledamot och ordförande
stockholm,Stiftelsen för utbildning vid Sigtunaskolan Humanistiska Läroverket (SSHL),802481-2706,Gustaf Hermelin,Styrelseledamot
stockholm,Stiftelsen för utbildning vid Sigtunaskolan Humanistiska Läroverket (SSHL),802481-2706,Jakob  Bosson,Styrelseledamot
stockholm,Stiftelsen för utbildning vid Sigtunaskolan Humanistiska Läroverket (SSHL),802481-2706,Kerry Anne Browning,Styrelseledamot
stockholm,Stiftelsen för utbildning vid Sigtunaskolan Humanistiska Läroverket (SSHL),802481-2706,Louise Gustavson,Styrelseledamot
stockholm,Stiftelsen för utbildning vid Sigtunaskolan Humanistiska Läroverket (SSHL),802481-2706,Marika Wäreborn,Styrelseledamot
stockholm,Stiftelsen för utbildning vid Sigtunaskolan Humanistiska Läroverket (SSHL),802481-2706,Paula Guillet de Monthoux,Styrelseledamot
stockholm,Stiftelsen för utbildning vid Sigtunaskolan Humanistiska Läroverket (SSHL),802481-2706,Greger Hamilton,Styrelseledamot och ordförande
stockholm,Stiftelsen Samarbetsfonden Sverige-Estland,802481-2698,Elisabeth Nilsson,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige-Estland,802481-2698,Hanno Tomberg,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige-Estland,802481-2698,Li Bennich-Björkman,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige-Estland,802481-2698,Magnus  Brännström,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige-Estland,802481-2698,Marek  Kiisa,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige-Estland,802481-2698,Maris Lauri,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige-Estland,802481-2698,Pär Nuder,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige-Estland,802481-2698,Kadri Land,Styrelseledamot och ordförande
stockholm,Stiftelsen Voice of the Ocean,802481-2730,Anne-Marie Wickström,Styrelseledamot
stockholm,Stiftelsen Voice of the Ocean,802481-2730,Jonas Rydin,Styrelseledamot
stockholm,Stiftelsen Voice of the Ocean,802481-2730,Kenneth Gidlöf,Styrelseledamot
stockholm,Stiftelsen Voice of the Ocean,802481-2730,Ola Oskarsson,Styrelseledamot
stockholm,Stiftelsen Voice of the Ocean,802481-2730,Peder Westerberg,Styrelseledamot
stockholm,Stiftelsen Voice of the Ocean,802481-2730,Carl Douglas,Styrelseledamot och ordförande
stockholm,Stiftelsen Jan Tolfs Minnesfond,802481-2755,Alfons Karabuda,Styrelseledamot
stockholm,Stiftelsen Jan Tolfs Minnesfond,802481-2755,Claes Wang,Styrelseledamot
stockholm,Stiftelsen Jan Tolfs Minnesfond,802481-2755,Cloffe Widén,Styrelseledamot
stockholm,Stiftelsen Jan Tolfs Minnesfond,802481-2755,Kettil Medelius,Styrelseledamot
stockholm,Stiftelsen Jan Tolfs Minnesfond,802481-2755,Örjan Fahlström,Styrelseledamot
stockholm,Stiftelsen Jan Tolfs Minnesfond,802481-2755,Ulla Carin Nyquist,Styrelseledamot och ordförande
stockholm,Stiftelsen Samarbetsfonden Sverige Litauen,802481-2748,Birgitta Jacobsson Ekblom,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige Litauen,802481-2748,Ignas Scheynius,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige Litauen,802481-2748,Jelena Angelis,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige Litauen,802481-2748,Julija Reklaite,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige Litauen,802481-2748,Katarina Tracz,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige Litauen,802481-2748,Laima Balciune,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige Litauen,802481-2748,Paulius Serapinas,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige Litauen,802481-2748,Peter Egardt,Styrelseledamot
stockholm,Stiftelsen Samarbetsfonden Sverige Litauen,802481-2748,Jelena Angelis,Styrelseledamot och ordförande
stockholm,"Insamlingsstiftelsen för Globalt Inflytande, Ledarskap och Tjänst",802481-2847,Christine Wendl,Styrelseledamot
stockholm,"Insamlingsstiftelsen för Globalt Inflytande, Ledarskap och Tjänst",802481-2847,Christoph Wendl,Styrelseledamot
stockholm,"Insamlingsstiftelsen för Globalt Inflytande, Ledarskap och Tjänst",802481-2847,Thomas Vernholm,Styrelseledamot
stockholm,"Insamlingsstiftelsen för Globalt Inflytande, Ledarskap och Tjänst",802481-2847,Helena Vernholm,Styrelseledamot och ordförande
stockholm,Stiftelsen Svenska Diabetesförbundets hjälpfond,802012-2431,Lena Jonsson,Styrelseledamot
stockholm,Stiftelsen Svenska Diabetesförbundets hjälpfond,802012-2431,Ove Nilson,Styrelseledamot
stockholm,Stiftelsen Svenska Diabetesförbundets hjälpfond,802012-2431,Torbjörn Trygg,Styrelseledamot
stockholm,Stiftelsen Svenska Diabetesförbundets hjälpfond,802012-2431,Björn Ehlin,Styrelseledamot och ordförande
stockholm,Stiftelsen Yngve Bergers Minnesfond,802481-2888,Hans Mirsch,Styrelseledamot
stockholm,Stiftelsen Yngve Bergers Minnesfond,802481-2888,Göte Lagerkvist,Styrelseledamot och ordförande
stockholm,Stiftelsen EQT Foundation,802481-2821,Alexander Darden,Styrelseledamot
stockholm,Stiftelsen EQT Foundation,802481-2821,Christian Sinding,Styrelseledamot
stockholm,Stiftelsen EQT Foundation,802481-2821,Conni Jonsson,Styrelseledamot
stockholm,Stiftelsen EQT Foundation,802481-2821,James David Yu,Styrelseledamot
stockholm,Stiftelsen EQT Foundation,802481-2821,Åsa Riisberg,Styrelseledamot
stockholm,Stiftelsen EQT Foundation,802481-2821,Marcus Brennecke,Styrelseledamot och ordförande
stockholm,Stiftelsen Gullviks Pensionärsfond,802481-3084,Antonia  Mossberg,Styrelseledamot
stockholm,Stiftelsen Gullviks Pensionärsfond,802481-3084,Michael  Dohlon,Styrelseledamot
stockholm,Stiftelsen Gullviks Pensionärsfond,802481-3084,Henrik Lagercrantz,Styrelseledamot och ordförande
stockholm,Stiftelsen E.L. Moréns donationsfond,802481-3233,Antonia  Mossberg,Styrelseledamot
stockholm,Stiftelsen E.L. Moréns donationsfond,802481-3233,Michael  Dohlon,Styrelseledamot
stockholm,Stiftelsen E.L. Moréns donationsfond,802481-3233,Henrik Lagercrantz,Styrelseledamot och ordförande
stockholm,Stiftelsen Hemmet vid vägen,802012-0880,Göran  Håkanson,Styrelseledamot
stockholm,Stiftelsen Hemmet vid vägen,802012-0880,Lennart Kinnander,Styrelseledamot
stockholm,Stiftelsen Hemmet vid vägen,802012-0880,Lillemor Lindfors,Styrelseledamot
stockholm,Stiftelsen Hemmet vid vägen,802012-0880,Peter  Hultén ,Styrelseledamot
stockholm,Stiftelsen Hemmet vid vägen,802012-0880,Tatiana Aoarecida De Oliveira Senneby,Styrelseledamot
stockholm,Stiftelsen Hemmet vid vägen,802012-0880,Björn  Rasmusson,Styrelseledamot och ordförande
stockholm,Michael A Frieds stiftelse mot främlingsfientlighet och antisemitism,802400-0195,Eva Fried,Styrelseledamot
stockholm,Michael A Frieds stiftelse mot främlingsfientlighet och antisemitism,802400-0195,Marion Greidinger,Styrelseledamot
stockholm,Michael A Frieds stiftelse mot främlingsfientlighet och antisemitism,802400-0195,Yael Fried,Styrelseledamot och ordförande
stockholm,Stiftelsen 1825,802481-2946,Albert Hobohm,Styrelseledamot
stockholm,Stiftelsen 1825,802481-2946,Anders Lindström,Styrelseledamot
stockholm,Stiftelsen 1825,802481-2946,Annika Sten Pärson,Styrelseledamot
stockholm,Stiftelsen 1825,802481-2946,Charlotta Wikström,Styrelseledamot
stockholm,Stiftelsen 1825,802481-2946,Johanna Goliath Carlson,Styrelseledamot
stockholm,Stiftelsen 1825,802481-2946,Sofia Heidenberg,Styrelseledamot
stockholm,Stiftelsen 1825,802481-2946,Emma  Claesson,Styrelseledamot och ordförande
stockholm,International Rescue Committee Sverige Insamlingsstiftelse,802481-2953,Hans Erik Albert Dahlgren,Styrelseledamot
stockholm,International Rescue Committee Sverige Insamlingsstiftelse,802481-2953,Johannes Van de Weerd,Styrelseledamot
stockholm,International Rescue Committee Sverige Insamlingsstiftelse,802481-2953,Martin Bratt,Styrelseledamot
stockholm,International Rescue Committee Sverige Insamlingsstiftelse,802481-2953,Therese Von Blixen-Finecke,Styrelseledamot
stockholm,International Rescue Committee Sverige Insamlingsstiftelse,802481-2953,Madlin Jane Vavasoeur Sheerman,Styrelseledamot och ordförande
stockholm,Stiftelsen Murrayska Släktfonden,815200-0991,Alice M Murray,Styrelseledamot
stockholm,Stiftelsen Murrayska Släktfonden,815200-0991,Charlotte Murray,Styrelseledamot
stockholm,Stiftelsen Murrayska Släktfonden,815200-0991,Johan Murray,Styrelseledamot
stockholm,Stiftelsen Murrayska Släktfonden,815200-0991,Linda Murray Wennberg,Styrelseledamot
stockholm,Stiftelsen Murrayska Släktfonden,815200-0991,Tobias Murray,Styrelseledamot och ordförande
stockholm,Insamlingsstiftelsen Project Playground,802481-3092,Jan Hellman,Styrelseledamot
stockholm,Insamlingsstiftelsen Project Playground,802481-3092,Lena de Geer,Styrelseledamot
stockholm,Insamlingsstiftelsen Project Playground,802481-3092,Torsten  Allqvie,Styrelseledamot
stockholm,Insamlingsstiftelsen Project Playground,802481-3092,Leila Mona Kristina Svärd Ramberg,Styrelseledamot och ordförande
stockholm,Prinsessan Estelles Kulturstiftelse,802481-3142,Elin Annwall,Styrelseledamot
stockholm,Prinsessan Estelles Kulturstiftelse,802481-3142,HKH Prins Daniel ,Styrelseledamot
stockholm,Prinsessan Estelles Kulturstiftelse,802481-3142,Janne Gallen-Kallela-Sirén,Styrelseledamot
stockholm,Prinsessan Estelles Kulturstiftelse,802481-3142,Lars Strannegård,Styrelseledamot
stockholm,Prinsessan Estelles Kulturstiftelse,802481-3142,Lena Josefsson,Styrelseledamot
stockholm,Prinsessan Estelles Kulturstiftelse,802481-3142,Sara Ellfors Lang,Styrelseledamot
stockholm,Prinsessan Estelles Kulturstiftelse,802481-3142,Staffan Larsson,Styrelseledamot
stockholm,Prinsessan Estelles Kulturstiftelse,802481-3142,Johan Ericsson,Styrelseledamot och ordförande
stockholm,Stiftelsen Gunnar Henrikssons Minnesfond,802402-9038,Fredrik Palmstierna,Styrelseledamot
stockholm,Stiftelsen Gunnar Henrikssons Minnesfond,802402-9038,Bengt Henriksson,Styrelseledamot och ordförande
stockholm,Stiftelsen Kompendieutgivningen,802003-2382,Christer Frank,Styrelseledamot
stockholm,Stiftelsen Kompendieutgivningen,802003-2382,Göran Lundström,Styrelseledamot
stockholm,Stiftelsen Kompendieutgivningen,802003-2382,Lars  Björklund,Styrelseledamot
stockholm,Stiftelsen Kompendieutgivningen,802003-2382,Lennart Jörnstad,Styrelseledamot
stockholm,Stiftelsen Kompendieutgivningen,802003-2382,Nils-Erik Nylund,Styrelseledamot och ordförande
stockholm,Stiftelsen Skogs- och Lantbrukstjänstemannaförbundets pensionsfond,802481-3241,Antonia  Mossberg,Styrelseledamot
stockholm,Stiftelsen Skogs- och Lantbrukstjänstemannaförbundets pensionsfond,802481-3241,Michael  Dohlon,Styrelseledamot
stockholm,Stiftelsen Skogs- och Lantbrukstjänstemannaförbundets pensionsfond,802481-3241,Henrik Lagercrantz,Styrelseledamot och ordförande
stockholm,Börje Åbergs stipendiestiftelse,802481-3274,Bo Wikmark,Styrelseledamot
stockholm,Börje Åbergs stipendiestiftelse,802481-3274,Jan Berneryd,Styrelseledamot
stockholm,Stiftelsen WRLD Foundation,802526-9328,Jenny Keisu,Styrelseledamot
stockholm,Stiftelsen WRLD Foundation,802526-9328,Johan Frost Bergman,Styrelseledamot
stockholm,Stiftelsen WRLD Foundation,802526-9328,Karolina Hedén Lind,Styrelseledamot
stockholm,Stiftelsen WRLD Foundation,802526-9328,Nina Siemiatkowski,Styrelseledamot och ordförande
stockholm,Stiftelsen Hilarion,802526-9559,Elisabeth Linder,Styrelseledamot
stockholm,Stiftelsen Hilarion,802526-9559,Karl-Erik Edris,Styrelseledamot
stockholm,Stiftelsen Hilarion,802526-9559,Patrik Sandström,Styrelseledamot
stockholm,Stiftelsen Hilarion,802526-9559,Fredrik Lidman,Styrelseledamot och ordförande
stockholm,Stiftelsen Barn och Hem,802481-3308,Brita Löfgren Lewin,Styrelseledamot
stockholm,Stiftelsen Barn och Hem,802481-3308,Fredrik Gyllenhög,Styrelseledamot
stockholm,Stiftelsen Barn och Hem,802481-3308,Karin Friman,Styrelseledamot
stockholm,Stiftelsen Barn och Hem,802481-3308,Lynda Ondrasek Olofsson,Styrelseledamot
stockholm,Stiftelsen Barn och Hem,802481-3308,Olle Stenman,Styrelseledamot och ordförande
stockholm,InnoBridge Insamlingsstiftelse,802481-3316,Kristian Flyvholm,Styrelseledamot
stockholm,InnoBridge Insamlingsstiftelse,802481-3316,Michal Gromek,Styrelseledamot
stockholm,InnoBridge Insamlingsstiftelse,802481-3316,Jacob Strauss,Styrelseledamot och ordförande
stockholm,Stiftelsen Suderbyn Earth-Care,802481-3530,Alisa Sidorenko,Styrelseledamot
stockholm,Stiftelsen Suderbyn Earth-Care,802481-3530,Antoine Arquié,Styrelseledamot
stockholm,Stiftelsen Suderbyn Earth-Care,802481-3530,Edit Mag,Styrelseledamot
stockholm,Stiftelsen Suderbyn Earth-Care,802481-3530,Ingrid Gustafsson,Styrelseledamot
stockholm,Stiftelsen Suderbyn Earth-Care,802481-3530,Robert Hall,Styrelseledamot och ordförande
stockholm,Stiftelsen William Sea Foundation,802481-3340,Arne Boberg,Styrelseledamot
stockholm,Stiftelsen William Sea Foundation,802481-3340,Robin Eriksson,Styrelseledamot
stockholm,Stiftelsen William Sea Foundation,802481-3340,Dan Eriksson,Styrelseledamot och ordförande
stockholm,Forskningsstiftelsen KRZYMOWSKI,802481-3472,Adriana Krzymowska,Styrelseledamot
stockholm,Forskningsstiftelsen KRZYMOWSKI,802481-3472,Aleksander Krzymowski,Styrelseledamot
stockholm,Forskningsstiftelsen KRZYMOWSKI,802481-3472,Alfred Krzymowski,Styrelseledamot
stockholm,Forskningsstiftelsen KRZYMOWSKI,802481-3472,Amelia Krzymowska,Styrelseledamot
stockholm,Forskningsstiftelsen KRZYMOWSKI,802481-3472,Antonia Krzymowska,Styrelseledamot
stockholm,Forskningsstiftelsen KRZYMOWSKI,802481-3472,Anna Krzymowska,Styrelseledamot och ordförande
stockholm,Stiftelsen Lejonudden,802481-3506,Christian Schager,Styrelseledamot
stockholm,Stiftelsen Lejonudden,802481-3506,Kristin Cederholm,Styrelseledamot
stockholm,Stiftelsen Lejonudden,802481-3506,Tommy Ålander,Styrelseledamot
stockholm,Stiftelsen Lejonudden,802481-3506,Didric Cederholm,Styrelseledamot och ordförande
stockholm,Stiftelsen Isabella Löwengrip Foundation,802481-3563,Sheila Arnell,Styrelseledamot
stockholm,Stiftelsen Isabella Löwengrip Foundation,802481-3563,Isabella Löwengrip,Styrelseledamot och ordförande
