county,foundation_name,org_nbr,person_name,role
stockholm,Stina och Erik Lundbergs Stiftelse,802009-2121,Olof Fältman,Styrelseledamot
stockholm,Stina och Erik Lundbergs Stiftelse,802009-2121,Mats Malm,Styrelseledamot och ordförande
stockholm,Stina och Erik Lundbergs Stiftelse,802009-2121,Anders Olsson,Styrelsesuppleant
stockholm,Stina och Erik Lundbergs Stiftelse,802009-2121,Björn Stefan Forsberg,Styrelsesuppleant
stockholm,Stina och Erik Lundbergs Stiftelse,802009-2121,Gunnar Nord,Styrelsesuppleant
stockholm,Stiftelsen Brit af Klerckers Ungdomsfond,814801-1334,Malin Barthelson,Styrelseledamot
stockholm,Stiftelsen Brit af Klerckers Ungdomsfond,814801-1334,Niclas Andersson,Styrelseledamot
stockholm,Stiftelsen Brit af Klerckers Ungdomsfond,814801-1334,Daniel Sjödahl,Styrelseledamot och ordförande
stockholm,Stiftelsen Brit af Klerckers Ungdomsfond,814801-1334,Agneta Fraser,Styrelsesuppleant
stockholm,Stiftelsen Brit af Klerckers Ungdomsfond,814801-1334,Fredrik Lidby,Styrelsesuppleant
stockholm,Stiftelsen Brit af Klerckers Ungdomsfond,814801-1334,Jan Westlund,Styrelsesuppleant
stockholm,Stiftelsen Brit af Klerckers Ungdomsfond,814801-1334,Magnus Blixt,Styrelsesuppleant
stockholm,Franska Skolans Fastighetsstiftelse,802013-8338,Caroline Åkerman,Styrelseledamot
stockholm,Franska Skolans Fastighetsstiftelse,802013-8338,Jessica Faager,Styrelseledamot
stockholm,Franska Skolans Fastighetsstiftelse,802013-8338,Johan Andersson,Styrelseledamot
stockholm,Franska Skolans Fastighetsstiftelse,802013-8338,Karin Ekstrand,Styrelseledamot
stockholm,Franska Skolans Fastighetsstiftelse,802013-8338,Martin Hedensiö,Styrelseledamot
stockholm,Franska Skolans Fastighetsstiftelse,802013-8338,Sven Waldenström,Styrelseledamot
stockholm,Franska Skolans Fastighetsstiftelse,802013-8338,Johan Stenberg,Styrelseledamot och ordförande
stockholm,Franska Skolans Fastighetsstiftelse,802013-8338,Anders Björnson,Styrelsesuppleant
stockholm,Franska Skolans Fastighetsstiftelse,802013-8338,Daniel Svensson,Styrelsesuppleant
stockholm,Franska Skolans Fastighetsstiftelse,802013-8338,Fredrik Janse,Styrelsesuppleant
stockholm,Franska Skolans Fastighetsstiftelse,802013-8338,Joakim Askegård,Styrelsesuppleant
stockholm,Franska Skolans Fastighetsstiftelse,802013-8338,Michaela Livijn,Styrelsesuppleant
stockholm,Franska Skolans Fastighetsstiftelse,802013-8338,Patrik Ståhl,Styrelsesuppleant
stockholm,Stiftelsen Konstnärshem,802001-8373,Bengt-Åke Hellman,Styrelseledamot
stockholm,Stiftelsen Konstnärshem,802001-8373,Friede Mann Stumpf,Styrelseledamot
stockholm,Stiftelsen Konstnärshem,802001-8373,Gunilla Kihlgren Svartström,Styrelseledamot
stockholm,Stiftelsen Konstnärshem,802001-8373,Hanns Karlewski,Styrelseledamot
stockholm,Stiftelsen Konstnärshem,802001-8373,Harald Lyth,Styrelseledamot
stockholm,Stiftelsen Konstnärshem,802001-8373,Jörgen Lantz,Styrelseledamot
stockholm,Stiftelsen Konstnärshem,802001-8373,Ulrika Kärnborg,Styrelseledamot
stockholm,Stiftelsen Konstnärshem,802001-8373,Camilla Skorup,Styrelseledamot och ordförande
stockholm,Stiftelsen Konstnärshem,802001-8373,Bo Höglund,Styrelsesuppleant
stockholm,Stiftelsen Konstnärshem,802001-8373,Magnus Andersson,Styrelsesuppleant
stockholm,Stiftelsen Konstnärshem,802001-8373,Sharon Dyall,Styrelsesuppleant
stockholm,Stiftelsen Konstnärshem,802001-8373,Susanna Englund Nygren,Styrelsesuppleant
stockholm,Stiftelsen Acta Radiologica,802005-7462,Helgi Mar Jonsson,Styrelseledamot
stockholm,Stiftelsen Acta Radiologica,802005-7462,Henrik Thomsen,Styrelseledamot
stockholm,Stiftelsen Acta Radiologica,802005-7462,Janne Nurminen,Styrelseledamot
stockholm,Stiftelsen Acta Radiologica,802005-7462,Katrine Åhlström Riklund,Styrelseledamot
stockholm,Stiftelsen Acta Radiologica,802005-7462,Paulina Due-Tönnessen,Styrelseledamot
stockholm,Stiftelsen Acta Radiologica,802005-7462,Sören Rafaelsen,Styrelseledamot och ordförande
stockholm,Stiftelsen Tempel Riddare Ordens 100-årsfond,802014-3973,Aas Aage Roar,Styrelseledamot
stockholm,Stiftelsen Tempel Riddare Ordens 100-årsfond,802014-3973,Jan Gunnarsson,Styrelseledamot
stockholm,Stiftelsen Tempel Riddare Ordens 100-årsfond,802014-3973,Kent Ivarsson,Styrelseledamot
stockholm,Stiftelsen Tempel Riddare Ordens 100-årsfond,802014-3973,Per-Ingvar Krantz,Styrelseledamot
stockholm,Stiftelsen Tempel Riddare Ordens 100-årsfond,802014-3973,Pär Fredheim,Styrelseledamot
stockholm,Stiftelsen Tempel Riddare Ordens 100-årsfond,802014-3973,Tryggve Weibell,Styrelseledamot
stockholm,Stiftelsen Tempel Riddare Ordens 100-årsfond,802014-3973,Yngve Haugstvedt,Styrelseledamot
stockholm,Stiftelsen Tempel Riddare Ordens 100-årsfond,802014-3973,Pär Fredheim,Styrelseledamot och ordförande
stockholm,Stiftelsen Barn och Miljö,802016-4490,Anne-Lie Håkanson,Styrelseledamot
stockholm,Stiftelsen Barn och Miljö,802016-4490,Magnus Carlsson,Styrelseledamot
stockholm,Stiftelsen Barn och Miljö,802016-4490,Tommie Lindström,Styrelseledamot
stockholm,Stiftelsen Barn och Miljö,802016-4490,Olle Stenman,Styrelseledamot och ordförande
stockholm,Bostadsstiftelsen Haganäs,815600-8974,Eva Lotta Thörn,Styrelseledamot
stockholm,Bostadsstiftelsen Haganäs,815600-8974,Helmut Just,Styrelseledamot
stockholm,Bostadsstiftelsen Haganäs,815600-8974,Tobias Hagström,Styrelseledamot
stockholm,Bostadsstiftelsen Haganäs,815600-8974,Karl Staffan Karlsson,Styrelseledamot och ordförande
stockholm,Stiftelsen Tore Alméns Minnesfond,802007-5522,André Andersson,Styrelseledamot
stockholm,Stiftelsen Tore Alméns Minnesfond,802007-5522,Caroline Falconer,Styrelseledamot
stockholm,Stiftelsen Tore Alméns Minnesfond,802007-5522,Christian Dahlman,Styrelseledamot
stockholm,Stiftelsen Tore Alméns Minnesfond,802007-5522,Laila Zackariasson,Styrelseledamot
stockholm,Stiftelsen Tore Alméns Minnesfond,802007-5522,Per Jonas Nordell,Styrelseledamot
stockholm,Stiftelsen Tore Alméns Minnesfond,802007-5522,Åsa Arffman,Styrelseledamot
stockholm,Stiftelsen Tore Alméns Minnesfond,802007-5522,Svante O Johansson,Styrelseledamot och ordförande
stockholm,Thure F och Karin Forsbergs Stiftelse,802011-6540,Anna Hillström,Styrelseledamot
stockholm,Thure F och Karin Forsbergs Stiftelse,802011-6540,Eva Esping,Styrelseledamot
stockholm,Thure F och Karin Forsbergs Stiftelse,802011-6540,Jens Häggström,Styrelseledamot
stockholm,Thure F och Karin Forsbergs Stiftelse,802011-6540,Lena Pelander,Styrelseledamot
stockholm,Thure F och Karin Forsbergs Stiftelse,802011-6540,Sofia Malm Persson,Styrelseledamot
stockholm,Thure F och Karin Forsbergs Stiftelse,802011-6540,Staffan Thorman,Styrelseledamot
stockholm,Thure F och Karin Forsbergs Stiftelse,802011-6540,Sven Ruben Lennart Jönsson,Styrelseledamot
stockholm,Thure F och Karin Forsbergs Stiftelse,802011-6540,Ulf Karl Johan Uddman,Styrelseledamot
stockholm,Thure F och Karin Forsbergs Stiftelse,802011-6540,Bernt Klingeborn,Styrelseledamot och ordförande
stockholm,Stiftelsen Tysta Skolan,802003-6110,Elina Mäki-Torkko,Styrelseledamot
stockholm,Stiftelsen Tysta Skolan,802003-6110,Eva Carlberg Eriksson,Styrelseledamot
stockholm,Stiftelsen Tysta Skolan,802003-6110,Gun-Britt Olsson,Styrelseledamot
stockholm,Stiftelsen Tysta Skolan,802003-6110,Ulf Fahlgren,Styrelseledamot
stockholm,Stiftelsen Tysta Skolan,802003-6110,Åsa Skjönsberg,Styrelseledamot
stockholm,Stiftelsen Tysta Skolan,802003-6110,Per Gunnar Kåhrström,Styrelseledamot och ordförande
stockholm,Stiftelsen Ulf von Eulers Föreläsningsfond,802012-1367,Ana  Teixeira,Styrelseledamot
stockholm,Stiftelsen Ulf von Eulers Föreläsningsfond,802012-1367,Mattias Carlström,Styrelseledamot
stockholm,Stiftelsen Ulf von Eulers Föreläsningsfond,802012-1367,Sophie Erhardt,Styrelseledamot
stockholm,Stiftelsen Ulf von Eulers Föreläsningsfond,802012-1367,Gunnar Schulte,Styrelseledamot och ordförande
stockholm,Landsfiskal Pontus Nohres och hans moder Anna-Karin Johanssons Stiftelse,802007-9318,Henrik Pettersson,Styrelseledamot
stockholm,Landsfiskal Pontus Nohres och hans moder Anna-Karin Johanssons Stiftelse,802007-9318,Zilgme Eglite,Styrelseledamot
stockholm,Landsfiskal Pontus Nohres och hans moder Anna-Karin Johanssons Stiftelse,802007-9318,Bengt Johan Axel Stjerndahl,Styrelseledamot och ordförande
stockholm,Landsfiskal Pontus Nohres och hans moder Anna-Karin Johanssons Stiftelse,802007-9318,Ingrid Stjerndahl,Styrelsesuppleant
stockholm,Stiftelsen C.M. Lerici,802007-8559,Ann-Sofi  Noring,Styrelseledamot
stockholm,Stiftelsen C.M. Lerici,802007-8559,Anna Beck Friis Arp,Styrelseledamot
stockholm,Stiftelsen C.M. Lerici,802007-8559,Anna Bortolozzi,Styrelseledamot
stockholm,Stiftelsen C.M. Lerici,802007-8559,Francesco Di Lella,Styrelseledamot
stockholm,Stiftelsen C.M. Lerici,802007-8559,Francesco Fuso-Nerini,Styrelseledamot
stockholm,Stiftelsen C.M. Lerici,802007-8559,Katja Grillner,Styrelseledamot
stockholm,Stiftelsen C.M. Lerici,802007-8559,Mauro Zamboni,Styrelseledamot
stockholm,Stiftelsen C.M. Lerici,802007-8559,Monika Wirkkala,Styrelseledamot
stockholm,Stiftelsen C.M. Lerici,802007-8559,Paolo Parini,Styrelseledamot
stockholm,Stiftelsen C.M. Lerici,802007-8559,Göran Lindqvist,Styrelseledamot och ordförande
stockholm,Stiftelsen Solstickan,802010-5063,Birgitta Brehmer,Styrelseledamot
stockholm,Stiftelsen Solstickan,802010-5063,Göran Elinder,Styrelseledamot
stockholm,Stiftelsen Solstickan,802010-5063,Johan Wredberg,Styrelseledamot
stockholm,Stiftelsen Solstickan,802010-5063,Kyllike Leonora Christensson,Styrelseledamot
stockholm,Stiftelsen Solstickan,802010-5063,Magnus Jegermalm,Styrelseledamot
stockholm,Stiftelsen Solstickan,802010-5063,Eva Frunk-Lind,Styrelseledamot och ordförande
stockholm,Stiftelsen Solstickan,802010-5063,Carina Hjelm,Styrelsesuppleant
stockholm,Stiftelsen Solstickan,802010-5063,Fredrik Torehammar,Styrelsesuppleant
stockholm,Stiftelsen Solstickan,802010-5063,Lena Borell,Styrelsesuppleant
stockholm,Stiftelsen Solstickan,802010-5063,Tomas Thurén,Styrelsesuppleant
stockholm,Stiftelsen Filmkamraternas understödsfond,802010-3670,Anna Josefsson,Styrelseledamot
stockholm,Stiftelsen Filmkamraternas understödsfond,802010-3670,Maria Mörner,Styrelseledamot
stockholm,Stiftelsen Filmkamraternas understödsfond,802010-3670,Jenny Lepin,Styrelseledamot och ordförande
stockholm,Stiftelsen Filmkamraternas understödsfond,802010-3670,Lars Johansson,Styrelsesuppleant
stockholm,"Stiftelsen Martinskolan, Söders Waldorfskola",802007-2644,Andrea Lavesson,Styrelseledamot
stockholm,"Stiftelsen Martinskolan, Söders Waldorfskola",802007-2644,Carina Lundberg,Styrelseledamot
stockholm,"Stiftelsen Martinskolan, Söders Waldorfskola",802007-2644,Sofia af Petersens,Styrelseledamot
stockholm,"Stiftelsen Martinskolan, Söders Waldorfskola",802007-2644,Tommie Landström,Styrelseledamot
stockholm,"Stiftelsen Martinskolan, Söders Waldorfskola",802007-2644,Maja Stade,Styrelseledamot och ordförande
stockholm,"Stiftelsen Martinskolan, Söders Waldorfskola",802007-2644,Clara Morell,Styrelsesuppleant
stockholm,"Stiftelsen Martinskolan, Söders Waldorfskola",802007-2644,Firas Farah,Styrelsesuppleant
stockholm,Stiftelsen Hjaelpeforeningen Danas Legat,802005-3784,Ellen Nissen,Styrelseledamot
stockholm,Stiftelsen Hjaelpeforeningen Danas Legat,802005-3784,Marianne Afzelius Roos,Styrelseledamot
stockholm,Stiftelsen Hjaelpeforeningen Danas Legat,802005-3784,Mogens Nielsen,Styrelseledamot
stockholm,Stiftelsen Hjaelpeforeningen Danas Legat,802005-3784,Ulla Bergström,Styrelseledamot
stockholm,Stiftelsen Hjaelpeforeningen Danas Legat,802005-3784,Kristina Miskowiak Beckvard,Styrelseledamot och ordförande
stockholm,Stiftelsen Hjaelpeforeningen Danas Legat,802005-3784,Johannes August Jörgensen,Styrelsesuppleant
stockholm,Stiftelsen Hjaelpeforeningen Danas Legat,802005-3784,Marianne Kristensen Jacobsen,Styrelsesuppleant
stockholm,Stiftelsen Stockholms läns Astma och Allergifond,802011-2093,Christina Fredriksson,Styrelseledamot
stockholm,Stiftelsen Stockholms läns Astma och Allergifond,802011-2093,Judith Berntsson,Styrelseledamot
stockholm,Stiftelsen Stockholms läns Astma och Allergifond,802011-2093,Sevina Salci,Styrelseledamot
stockholm,Stiftelsen Stockholms läns Astma och Allergifond,802011-2093,Susanne Rosén,Styrelseledamot
stockholm,Stiftelsen Stockholms läns Astma och Allergifond,802011-2093,Eva-Maria Dufva,Styrelseledamot och ordförande
stockholm,Stiftelsen Stockholms läns Astma och Allergifond,802011-2093,Leonore Nyström,Styrelsesuppleant
stockholm,Stiftelsen Stockholms läns Astma och Allergifond,802011-2093,Pia Lehikoinen,Styrelsesuppleant
stockholm,Stiftelsen Maria och Johan Leffler Flobecks minne,802003-9890,Hedvig Louise Harriet Petrén,Styrelseledamot
stockholm,Stiftelsen Maria och Johan Leffler Flobecks minne,802003-9890,Kajsa Pehrsson,Styrelseledamot
stockholm,Stiftelsen Maria och Johan Leffler Flobecks minne,802003-9890,Pär Boman,Styrelseledamot
stockholm,Stiftelsen Maria och Johan Leffler Flobecks minne,802003-9890,Patrik Myske,Styrelseledamot och ordförande
stockholm,Stiftelsen Maria och Johan Leffler Flobecks minne,802003-9890,Alexander Öström,Styrelsesuppleant
stockholm,Stiftelsen Maria och Johan Leffler Flobecks minne,802003-9890,Eva Dahlback,Styrelsesuppleant
stockholm,Stiftelsen Ernst Hawermans Stipendiefond,802007-7254,Lena Fagle,Styrelseledamot
stockholm,Stiftelsen Ernst Hawermans Stipendiefond,802007-7254,Tua Franklin,Styrelseledamot
stockholm,Stiftelsen Ernst Hawermans Stipendiefond,802007-7254,Erik von Matern,Styrelseledamot och ordförande
stockholm,Stiftelsen Ernst Hawermans Stipendiefond,802007-7254,Katarina Therese O´Cofaigh,Styrelsesuppleant
stockholm,Stiftelsen Odd Fellow Ordens Humanitära Fond,802007-7510,Bo Dahlström,Styrelseledamot
stockholm,Stiftelsen Odd Fellow Ordens Humanitära Fond,802007-7510,Cecilia Hagermark,Styrelseledamot
stockholm,Stiftelsen Odd Fellow Ordens Humanitära Fond,802007-7510,Elisabeth Öhrn Lindman,Styrelseledamot
stockholm,Stiftelsen Odd Fellow Ordens Humanitära Fond,802007-7510,Jan-Hugo Nihlén,Styrelseledamot
stockholm,Stiftelsen Odd Fellow Ordens Humanitära Fond,802007-7510,Lena Lindström Olinder,Styrelseledamot
stockholm,Stiftelsen Odd Fellow Ordens Humanitära Fond,802007-7510,Ove Brunström,Styrelseledamot
stockholm,Stiftelsen Odd Fellow Ordens Humanitära Fond,802007-7510,Cecilia  Wikström Boman,Styrelseledamot och ordförande
stockholm,Norrnässtiftelsen,802012-3074,Ann-Christin Santiago-Pettersson,Styrelseledamot
stockholm,Norrnässtiftelsen,802012-3074,Bo Georg Henry Eggehorn,Styrelseledamot
stockholm,Norrnässtiftelsen,802012-3074,Helen Nåtoft,Styrelseledamot
stockholm,Norrnässtiftelsen,802012-3074,Åsa Hedlund,Styrelseledamot
stockholm,Norrnässtiftelsen,802012-3074,Conrad  Skogberg,Styrelseledamot och ordförande
stockholm,Norrnässtiftelsen,802012-3074,Gabriella Björk,Styrelsesuppleant
stockholm,Norrnässtiftelsen,802012-3074,Luis Abarca Pereda,Styrelsesuppleant
stockholm,Lennart och Alfhild Gabrielssons Stiftelse,802012-3942,Jerry Larsson,Styrelseledamot
stockholm,Lennart och Alfhild Gabrielssons Stiftelse,802012-3942,Marcus Åsgärde,Styrelseledamot
stockholm,Lennart och Alfhild Gabrielssons Stiftelse,802012-3942,Mathias Fridholm,Styrelseledamot
stockholm,Lennart och Alfhild Gabrielssons Stiftelse,802012-3942,Per Andersson,Styrelseledamot
stockholm,Lennart och Alfhild Gabrielssons Stiftelse,802012-3942,Måns Johansson,Styrelseledamot och ordförande
stockholm,Lennart och Alfhild Gabrielssons Stiftelse,802012-3942,Johan Padel,Styrelsesuppleant
stockholm,Lennart och Alfhild Gabrielssons Stiftelse,802012-3942,Kari Andersson,Styrelsesuppleant
stockholm,Sågverkens Forskningsstiftelse,802014-7503,Jerry Larsson,Styrelseledamot
stockholm,Sågverkens Forskningsstiftelse,802014-7503,Marcus Åsgärde,Styrelseledamot
stockholm,Sågverkens Forskningsstiftelse,802014-7503,Mathias Fridholm,Styrelseledamot
stockholm,Sågverkens Forskningsstiftelse,802014-7503,Per Andersson,Styrelseledamot
stockholm,Sågverkens Forskningsstiftelse,802014-7503,Måns Johansson,Styrelseledamot och ordförande
stockholm,Sågverkens Forskningsstiftelse,802014-7503,Johan Padel,Styrelsesuppleant
stockholm,Sågverkens Forskningsstiftelse,802014-7503,Kari Andersson,Styrelsesuppleant
stockholm,John Lind Stiftelsen,802012-4668,Anna Christina Rudbeck-Reimondos,Styrelseledamot
stockholm,John Lind Stiftelsen,802012-4668,Stefan Boberg,Styrelseledamot
stockholm,John Lind Stiftelsen,802012-4668,Erik Mikael Bengtsson Norman,Styrelseledamot och ordförande
stockholm,John Lind Stiftelsen,802012-4668,Gunilla Helgesson Rödén Eberstein,Styrelsesuppleant
stockholm,John Lind Stiftelsen,802012-4668,Lena Kristina Hellström-Westas,Styrelsesuppleant
stockholm,John Lind Stiftelsen,802012-4668,Ulrika Ådén,Styrelsesuppleant
stockholm,Stiftelsen Bernströms Barnfond,802008-8640,Agneta Kristina Bonde,Styrelseledamot
stockholm,Stiftelsen Bernströms Barnfond,802008-8640,Eva Fogelfors,Styrelseledamot
stockholm,Stiftelsen Bernströms Barnfond,802008-8640,Karl Henrik Sidenbladh,Styrelseledamot
stockholm,Stiftelsen Bernströms Barnfond,802008-8640,Kjell Magnus Bernström,Styrelseledamot
stockholm,Stiftelsen Bernströms Barnfond,802008-8640,Jesper Bernström,Styrelseledamot och ordförande
stockholm,Stiftelsen för medicinsk bildering till Erik Lysholms Minne,802402-8360,Charalampos Georgiopoulos,Styrelseledamot
stockholm,Stiftelsen för medicinsk bildering till Erik Lysholms Minne,802402-8360,Karin Sundström,Styrelseledamot
stockholm,Stiftelsen för medicinsk bildering till Erik Lysholms Minne,802402-8360,Ida-Maria Blystad,Styrelseledamot och ordförande
stockholm,Stiftelsen New Hope Reseindustrins Barnfond,802014-8550,Erica Almert,Styrelseledamot
stockholm,Stiftelsen New Hope Reseindustrins Barnfond,802014-8550,Fredrik Söderhielm,Styrelseledamot
stockholm,Stiftelsen New Hope Reseindustrins Barnfond,802014-8550,Ingrid Bjurholm,Styrelseledamot
stockholm,Stiftelsen New Hope Reseindustrins Barnfond,802014-8550,Karin Schön,Styrelseledamot
stockholm,Stiftelsen New Hope Reseindustrins Barnfond,802014-8550,Madeleine Sidoli,Styrelseledamot
stockholm,Stiftelsen New Hope Reseindustrins Barnfond,802014-8550,Tomas Forsrup,Styrelseledamot
stockholm,Stiftelsen New Hope Reseindustrins Barnfond,802014-8550,Fredrik Söderhielm,Styrelseledamot och ordförande
stockholm,Stiftelsen Nockebyhus Gåvofond,802009-6825,Ingrid Sundström,Styrelseledamot
stockholm,Stiftelsen Nockebyhus Gåvofond,802009-6825,Thomas Richter,Styrelseledamot
stockholm,Stiftelsen Nockebyhus Gåvofond,802009-6825,Jan Boman,Styrelseledamot och ordförande
stockholm,Stiftelsen Nockebyhus Gåvofond,802009-6825,Ewa Lindencrona,Styrelsesuppleant
stockholm,Stiftelsen Nockebyhus Gåvofond,802009-6825,Ingrid Olofsdotter,Styrelsesuppleant
stockholm,Stiftelsen Teknologie Doktor Marcus Wallenbergs fond för Telefonaktiebolaget L M Ericssons Guldmedaljörer,802008-6131,Börje Ekholm,Styrelseledamot
stockholm,Stiftelsen Teknologie Doktor Marcus Wallenbergs fond för Telefonaktiebolaget L M Ericssons Guldmedaljörer,802008-6131,Charlotte Levert,Styrelseledamot
stockholm,Stiftelsen Teknologie Doktor Marcus Wallenbergs fond för Telefonaktiebolaget L M Ericssons Guldmedaljörer,802008-6131,Folke Karlsson,Styrelseledamot
stockholm,Stiftelsen Teknologie Doktor Marcus Wallenbergs fond för Telefonaktiebolaget L M Ericssons Guldmedaljörer,802008-6131,Hans Gunnar Östling,Styrelseledamot
stockholm,Stiftelsen Teknologie Doktor Marcus Wallenbergs fond för Telefonaktiebolaget L M Ericssons Guldmedaljörer,802008-6131,Jan-Erik Källström,Styrelseledamot
stockholm,Stiftelsen Teknologie Doktor Marcus Wallenbergs fond för Telefonaktiebolaget L M Ericssons Guldmedaljörer,802008-6131,Jacob Wallenberg,Styrelseledamot och ordförande
stockholm,Stiftelsen Saltå Arbetsskola,815600-0765,Anders Rosenberg,Styrelseledamot
stockholm,Stiftelsen Saltå Arbetsskola,815600-0765,Gerard Patrick Jackie Lartaud,Styrelseledamot
stockholm,Stiftelsen Saltå Arbetsskola,815600-0765,Horst-Henrik Liljeström,Styrelseledamot
stockholm,Stiftelsen Saltå Arbetsskola,815600-0765,Marie-Louise Eva Margareta Lindwall,Styrelseledamot
stockholm,Stiftelsen Saltå Arbetsskola,815600-0765,Helmut Just,Styrelseledamot och ordförande
stockholm,Stiftelsen Saltå Arbetsskola,815600-0765,Kajsa Karin Margareta Ekström,Styrelsesuppleant
stockholm,Ericastiftelsen,802005-8841,Büsra Lina Kocatürk,Styrelseledamot
stockholm,Ericastiftelsen,802005-8841,Carl von Essen,Styrelseledamot
stockholm,Ericastiftelsen,802005-8841,Cindy Falquet,Styrelseledamot
stockholm,Ericastiftelsen,802005-8841,Hans Hemmingsson,Styrelseledamot
stockholm,Ericastiftelsen,802005-8841,Linda Sandkvist,Styrelseledamot
stockholm,Ericastiftelsen,802005-8841,Tara Twana,Styrelseledamot
stockholm,Ericastiftelsen,802005-8841,Tobias Krantz,Styrelseledamot och ordförande
stockholm,Erik och Göran Ennerfelts Stiftelse för Svensk Ungdoms Internationella Studier,814800-8660,Adrian Stymne,Styrelseledamot
stockholm,Erik och Göran Ennerfelts Stiftelse för Svensk Ungdoms Internationella Studier,814800-8660,Astri von Arbin Ahlander,Styrelseledamot
stockholm,Erik och Göran Ennerfelts Stiftelse för Svensk Ungdoms Internationella Studier,814800-8660,Carl Oreland,Styrelseledamot
stockholm,Erik och Göran Ennerfelts Stiftelse för Svensk Ungdoms Internationella Studier,814800-8660,Caroline Mörner Berg,Styrelseledamot
stockholm,Erik och Göran Ennerfelts Stiftelse för Svensk Ungdoms Internationella Studier,814800-8660,Minna Berg,Styrelseledamot
stockholm,Erik och Göran Ennerfelts Stiftelse för Svensk Ungdoms Internationella Studier,814800-8660,Robert Egnell,Styrelseledamot
stockholm,Erik och Göran Ennerfelts Stiftelse för Svensk Ungdoms Internationella Studier,814800-8660,Caroline Mörner Berg,Styrelseledamot och ordförande
stockholm,Stiftelsen C.E. Wikströms Minne,802011-9593,Mia Lövheim,Styrelseledamot
stockholm,Stiftelsen C.E. Wikströms Minne,802011-9593,Torbjörn  Jacobsson,Styrelseledamot
stockholm,Stiftelsen C.E. Wikströms Minne,802011-9593,Thomas Kazen,Styrelseledamot och ordförande
stockholm,Stiftelsen C.E. Wikströms Minne,802011-9593,Lena-Sofia Tiemeyer,Styrelsesuppleant
stockholm,Stiftelsen D. Carnegie och Co,802400-9790,Andreas Gustad,Styrelseledamot
stockholm,Stiftelsen D. Carnegie och Co,802400-9790,Helena Andersson,Styrelseledamot
stockholm,Stiftelsen D. Carnegie och Co,802400-9790,Henric Falkenberg,Styrelseledamot
stockholm,Stiftelsen D. Carnegie och Co,802400-9790,Sebastian Lindgren,Styrelseledamot
stockholm,Stiftelsen D. Carnegie och Co,802400-9790,Åsa Sundberg,Styrelseledamot
stockholm,Stiftelsen D. Carnegie och Co,802400-9790,Björn Jansson,Styrelseledamot och ordförande
stockholm,Stiftelsen EÜS 100 år,802008-9598,Jaan Jakobsson,Styrelseledamot
stockholm,Stiftelsen EÜS 100 år,802008-9598,Jaan Ruusa,Styrelseledamot
stockholm,Stiftelsen EÜS 100 år,802008-9598,Rein Minka,Styrelseledamot
stockholm,Stiftelsen EÜS 100 år,802008-9598,Toivo Tagel,Styrelseledamot
stockholm,Stiftelsen EÜS 100 år,802008-9598,Madis Üürike,Styrelseledamot och ordförande
stockholm,Stiftelsen EÜS 100 år,802008-9598,Jaan Tomas Albo,Styrelsesuppleant
stockholm,Stiftelsen EÜS 100 år,802008-9598,Karl Peeter Mihkla,Styrelsesuppleant
stockholm,Stiftelsen EÜS 100 år,802008-9598,Mats Henrik Estonius,Styrelsesuppleant
stockholm,Stiftelsen EÜS 100 år,802008-9598,Peeter Paljak,Styrelsesuppleant
stockholm,Stiftelsen EÜS 100 år,802008-9598,Toomas Tiivel,Styrelsesuppleant
stockholm,Skogsindustrins Forskningsstiftelse,802004-5772,Dan Oscarson,Styrelseledamot
stockholm,Skogsindustrins Forskningsstiftelse,802004-5772,Inger Margareta Öhrn,Styrelseledamot
stockholm,Skogsindustrins Forskningsstiftelse,802004-5772,Jerker Jäder,Styrelseledamot
stockholm,Skogsindustrins Forskningsstiftelse,802004-5772,Mikael Karl Johan Hannus,Styrelseledamot
stockholm,Skogsindustrins Forskningsstiftelse,802004-5772,Mikael Nilsson,Styrelseledamot
stockholm,Skogsindustrins Forskningsstiftelse,802004-5772,Ola Schultz-Eklund,Styrelseledamot
stockholm,Skogsindustrins Forskningsstiftelse,802004-5772,Torgny Persson,Styrelseledamot och ordförande
stockholm,Stiftelsen Kungl. Patriotiska Sällskapets Understödsfond,802008-0274,Hans Eric Brodin,Styrelseledamot
stockholm,Stiftelsen Kungl. Patriotiska Sällskapets Understödsfond,802008-0274,Hans von Stockenström,Styrelseledamot
stockholm,Stiftelsen Kungl. Patriotiska Sällskapets Understödsfond,802008-0274,Johan  Dalman,Styrelseledamot
stockholm,Stiftelsen Kungl. Patriotiska Sällskapets Understödsfond,802008-0274,Johan Cederlund,Styrelseledamot
stockholm,Stiftelsen Kungl. Patriotiska Sällskapets Understödsfond,802008-0274,Karin Helander,Styrelseledamot
stockholm,Stiftelsen Kungl. Patriotiska Sällskapets Understödsfond,802008-0274,Kjell Blückert,Styrelseledamot
stockholm,Stiftelsen Kungl. Patriotiska Sällskapets Understödsfond,802008-0274,Christina von Arbin,Styrelseledamot och ordförande
stockholm,Stiftelsen Kungl. Patriotiska Sällskapets Understödsfond,802008-0274,Kerstin Calissendorff,Styrelsesuppleant
stockholm,Stiftelsen Kungl. Patriotiska Sällskapets Understödsfond,802008-0274,Maria Jansén,Styrelsesuppleant
stockholm,Stiftelsen Kungl. Patriotiska Sällskapets Understödsfond,802008-0274,Mårten Rosenqvist,Styrelsesuppleant
stockholm,Stiftelsen Kungl. Patriotiska Sällskapets Understödsfond,802008-0274,Salvatori Grimaldi,Styrelsesuppleant
